"store_id","zone_name","machine_project_id","fleet_project_id","cluster_name","location","node_count","cluster_ipv4_cidr","services_ipv4_cidr","external_load_balancer_ipv4_address_pools","sync_repo","sync_branch","sync_dir","secrets_project_id","git_token_secrets_manager_name","cluster_version","maintenance_window_start","maintenance_window_end","maintenance_window_recurrence","maintenance_exclusion_name_1","maintenance_exclusion_start_1","maintenance_exclusion_end_1","subnet_vlans","recreate_on_delete"
"gmec-bjc90","","edgesites-baremetal-lab-qual","cloud-alchemists-sandbox","gdc-blr-lab-52-e2e-zone-01","us-central1","3","172.16.0.0/17","192.168.30.0/23","172.20.4.241-172.20.4.246","https://gitlab.com/gcp-solutions-public/retail-edge/gdce-shyguy-internal/primary-root-repo","main","/config/clusters/template-cloud-alchemist-staging/meta","cloud-alchemists-sandbox","shyguy-internal-pat","1.7.0","2025-01-01T00:00:00Z","2025-01-01T06:00:00Z","FREQ=WEEKLY;BYDAY=MO,WE,FR","end-of-year-exclusion","2025-12-15T00:00:00Z","2026-01-02T00:00:00Z","100","true"
